idind,year,type,wage,nls,logwage,lognls
13634,1998,1,450,10000,6.1092475827643655,9.210340371976184
15966,1998,1,600,7000,6.396929655216146,8.85366542803745
15967,1998,1,235,5000,5.459585514144159,8.517193191416238
9063,1998,1,41,5000,3.713572066704308,8.517193191416238
9065,1998,1,300,4000,5.703782474656201,8.294049640102028
15970,1998,1,550,15000,6.309918278226516,9.615805480084347
15971,1998,1,850,5000,6.745236349484363,8.517193191416238
15972,1998,1,600,13000,6.396929655216146,9.472704636443673
9076,1998,1,600,2500,6.396929655216146,7.824046010856292
9077,1998,1,700,3000,6.551080335043404,8.006367567650246
9084,1998,1,700,4000,6.551080335043404,8.294049640102028
9085,1998,1,220,2000,5.393627546352362,7.600902459542082
9089,1998,1,200,10000,5.298317366548036,9.210340371976184
9098,1998,1,700,3000,6.551080335043404,8.006367567650246
9108,1998,1,520,5000,6.253828811575473,8.517193191416238
9109,1998,1,200,10000,5.298317366548036,9.210340371976184
13640,1998,1,204,2000,5.318119993844216,7.600902459542082
13641,1998,1,430,10000,6.063785208687608,9.210340371976184
15981,1998,1,320,3000,5.768320995793772,8.006367567650246
9104,1998,1,150,2000,5.0106352940962555,7.600902459542082
9113,1998,1,1000,20000,6.907755278982137,9.903487552536127
9114,1998,1,2000,15000,7.600902459542082,9.615805480084347
9117,1998,1,570,10000,6.345636360828596,9.210340371976184
9120,1998,1,600,5000,6.396929655216146,8.517193191416238
9129,1998,1,2160,5000,7.67786350067821,8.517193191416238
13646,1998,1,500,5000,6.214608098422191,8.517193191416238
13647,1998,1,200,10000,5.298317366548036,9.210340371976184
9141,1998,1,500,3000,6.214608098422191,8.006367567650246
9123,1998,1,1200,20000,7.090076835776092,9.903487552536127
9153,1998,1,280,2000,5.634789603169249,7.600902459542082
9166,1998,1,886,4000,6.786716950605081,8.294049640102028
9167,1998,1,1200,5000,7.090076835776092,8.517193191416238
9170,1998,1,350,4000,5.857933154483459,8.294049640102028
9171,1998,1,2300,10000,7.7406644019172415,9.210340371976184
9148,1998,1,700,3500,6.551080335043404,8.160518247477505
9149,1998,1,700,5000,6.551080335043404,8.517193191416238
9163,1998,1,1600,10000,7.3777589082278725,9.210340371976184
9164,1998,1,1600,8000,7.3777589082278725,8.987196820661973
15989,1998,1,400,4000,5.991464547107982,8.294049640102028
9172,1998,1,100,7000,4.605170185988092,8.85366542803745
9178,1998,1,150,5000,5.0106352940962555,8.517193191416238
9180,1998,1,1200,3000,7.090076835776092,8.006367567650246
9199,1998,1,720,3000,6.579251212010101,8.006367567650246
9200,1998,1,1300,13000,7.170119543449628,9.472704636443673
13651,1998,1,450,5000,6.1092475827643655,8.517193191416238
13653,1998,1,250,6000,5.521460917862246,8.699514748210191
9183,1998,1,300,3000,5.703782474656201,8.006367567650246
9184,1998,1,500,10000,6.214608098422191,9.210340371976184
9187,1998,1,200,10000,5.298317366548036,9.210340371976184
9188,1998,1,1500,10000,7.313220387090301,9.210340371976184
13666,1998,1,358,3000,5.8805329864007,8.006367567650246
9221,1998,1,960,3000,6.866933284461882,8.006367567650246
9224,1998,1,150,3000,5.0106352940962555,8.006367567650246
13665,1998,1,550,3000,6.309918278226516,8.006367567650246
9247,1998,1,350,1800,5.857933154483459,7.495541943884256
9250,1998,1,1500,5000,7.313220387090301,8.517193191416238
9251,1998,1,2000,100000,7.600902459542082,11.512925464970229
9253,1998,1,1000,5000,6.907755278982137,8.517193191416238
9254,1998,1,1030,40000,6.937314081223682,10.596634733096073
9267,1998,1,1400,8000,7.24422751560335,8.987196820661973
9244,1998,1,300,5000,5.703782474656201,8.517193191416238
9268,1998,1,750,8000,6.620073206530356,8.987196820661973
9269,1998,1,1200,10000,7.090076835776092,9.210340371976184
9272,1998,1,200,8000,5.298317366548036,8.987196820661973
9279,1998,1,325,2500,5.783825182329737,7.824046010856292
13674,1998,1,1200,5000,7.090076835776092,8.517193191416238
9287,1998,1,270,5000,5.598421958998375,8.517193191416238
9288,1998,1,1500,5000,7.313220387090301,8.517193191416238
13676,1998,1,1500,5000,7.313220387090301,8.517193191416238
9291,1998,1,1100,10000,7.003065458786462,9.210340371976184
9292,1998,1,500,5000,6.214608098422191,8.517193191416238
13677,1998,1,270,2000,5.598421958998375,7.600902459542082
13678,1998,1,300,4000,5.703782474656201,8.294049640102028
9293,1998,1,1200,1500,7.090076835776092,7.313220387090301
9294,1998,1,800,1500,6.684611727667927,7.313220387090301
9299,1998,1,550,5000,6.309918278226516,8.517193191416238
9300,1998,1,350,20000,5.857933154483459,9.903487552536127
9306,1998,1,788,5000,6.669498089857879,8.517193191416238
9307,1998,1,1500,5000,7.313220387090301,8.517193191416238
9308,1998,1,660,5000,6.492239835020471,8.517193191416238
15994,1998,1,1400,5000,7.24422751560335,8.517193191416238
13693,1998,2,900,7000,6.802394763324311,8.85366542803745
13695,1998,2,300,7000,5.703782474656201,8.85366542803745
13697,1998,2,1000,7000,6.907755278982137,8.85366542803745
15997,1998,2,350,7000,5.857933154483459,8.85366542803745
13698,1998,2,470,3500,6.152732694704104,8.160518247477505
13699,1998,2,800,3000,6.684611727667927,8.006367567650246
13685,1998,2,350,6000,5.857933154483459,8.699514748210191
13686,1998,2,1700,5000,7.438383530044307,8.517193191416238
9314,1998,2,1180,10000,7.07326971745971,9.210340371976184
9315,1998,2,750,6000,6.620073206530356,8.699514748210191
13688,1998,2,300,12000,5.703782474656201,9.392661928770137
16000,1998,2,4000,8000,8.294049640102028,8.987196820661973
9337,1998,2,207,6000,5.332718793265369,8.699514748210191
16003,1998,2,3200,50000,8.070906088787819,10.819778284410283
16004,1998,2,3000,20000,8.006367567650246,9.903487552536127
16007,1998,2,200,6000,5.298317366548036,8.699514748210191
16008,1998,2,1200,5000,7.090076835776092,8.517193191416238
9349,1998,2,350,5000,5.857933154483459,8.517193191416238
16010,1998,2,95,6000,4.553876891600541,8.699514748210191
13724,1998,2,970,5000,6.877296071497429,8.517193191416238
9361,1998,2,300,3000,5.703782474656201,8.006367567650246
9364,1998,2,270,5000,5.598421958998375,8.517193191416238
16014,1998,2,300,2000,5.703782474656201,7.600902459542082
44509,1998,2,110,1500,4.700480365792417,7.313220387090301
13710,1998,2,3000,15000,8.006367567650246,9.615805480084347
16017,1998,2,1100,9000,7.003065458786462,9.104979856318357
9381,1998,2,485,10000,6.184148890937483,9.210340371976184
9383,1998,2,300,6000,5.703782474656201,8.699514748210191
9391,1998,2,560,4000,6.327936783729195,8.294049640102028
9392,1998,2,500,3000,6.214608098422191,8.006367567650246
9424,1998,2,350,3000,5.857933154483459,8.006367567650246
9431,1998,2,306,1500,5.723585101952381,7.313220387090301
13751,1998,2,400,5000,5.991464547107982,8.517193191416238
9447,1998,2,130,2000,4.867534450455582,7.600902459542082
13767,1998,2,200,10000,5.298317366548036,9.210340371976184
13768,1998,2,200,8000,5.298317366548036,8.987196820661973
13764,1998,2,300,10000,5.703782474656201,9.210340371976184
9464,1998,2,250,5000,5.521460917862246,8.517193191416238
13775,1998,2,120,2000,4.787491742782046,7.600902459542082
13776,1998,2,877,10000,6.776506992372183,9.210340371976184
9486,1998,2,1000,6000,6.907755278982137,8.699514748210191
9487,1998,2,138,5000,4.927253685157205,8.517193191416238
13786,1998,2,1014,4000,6.921658184151129,8.294049640102028
13787,1998,2,1800,2500,7.495541943884256,7.824046010856292
9500,1998,2,600,10000,6.396929655216146,9.210340371976184
9501,1998,2,450,5000,6.1092475827643655,8.517193191416238
13779,1998,2,850,10000,6.745236349484363,9.210340371976184
13782,1998,2,303,2000,5.713732805509369,7.600902459542082
13783,1998,2,670,7000,6.507277712385012,8.85366542803745
9488,1998,2,820,15000,6.709304340258298,9.615805480084347
9489,1998,2,350,20000,5.857933154483459,9.903487552536127
9490,1998,2,600,20000,6.396929655216146,9.903487552536127
13793,1998,2,1000,20000,6.907755278982137,9.903487552536127
16023,1998,2,400,20000,5.991464547107982,9.903487552536127
9492,1998,2,160,5000,5.075173815233827,8.517193191416238
9493,1998,2,416,5000,6.030685260261263,8.517193191416238
9494,1998,2,630,15000,6.4457198193855785,9.615805480084347
9518,1998,2,200,2000,5.298317366548036,7.600902459542082
9530,1998,2,580,2000,6.363028103540465,7.600902459542082
9549,1998,2,1000,1000,6.907755278982137,6.907755278982137
9537,1998,2,170,1000,5.135798437050262,6.907755278982137
9532,1998,2,400,3000,5.991464547107982,8.006367567650246
9560,1998,2,700,5000,6.551080335043404,8.517193191416238
9564,1998,2,500,5000,6.214608098422191,8.517193191416238
13804,1998,2,260,8000,5.560681631015528,8.987196820661973
13807,1998,2,1900,10000,7.549609165154532,9.210340371976184
9578,1998,2,1000,5000,6.907755278982137,8.517193191416238
9580,1998,2,1050,10000,6.956545443151569,9.210340371976184
9567,1998,2,2000,6000,7.600902459542082,8.699514748210191
13806,1998,2,800,3000,6.684611727667927,8.006367567650246
16035,1998,2,600,5000,6.396929655216146,8.517193191416238
9582,1998,2,500,2800,6.214608098422191,7.937374696163295
16036,1998,2,800,3000,6.684611727667927,8.006367567650246
16037,1998,2,700,5000,6.551080335043404,8.517193191416238
9588,1998,2,800,10000,6.684611727667927,9.210340371976184
9592,1998,2,600,2900,6.396929655216146,7.9724660159745655
9595,1998,2,222,8000,5.402677381872279,8.987196820661973
9596,1998,2,2000,5000,7.600902459542082,8.517193191416238
9597,1998,2,192,6000,5.2574953720277815,8.699514748210191
9600,1998,2,300,2500,5.703782474656201,7.824046010856292
9604,1998,2,80,4000,4.382026634673881,8.294049640102028
9605,1998,2,300,3000,5.703782474656201,8.006367567650246
9611,1998,1,1500,10000,7.313220387090301,9.210340371976184
16044,1998,1,400,3600,5.991464547107982,8.1886891244442
9629,1998,1,1600,20000,7.3777589082278725,9.903487552536127
9630,1998,1,1600,60000,7.3777589082278725,11.002099841204238
13816,1998,1,900,40000,6.802394763324311,10.596634733096073
9638,1998,1,680,4000,6.522092798170152,8.294049640102028
9643,1998,1,1500,3000,7.313220387090301,8.006367567650246
9649,1998,1,518,5000,6.249975242259483,8.517193191416238
9653,1998,1,431,3000,6.066108090103747,8.006367567650246
9660,1998,1,2100,6000,7.649692623711514,8.699514748210191
9662,1998,1,1300,45000,7.170119543449628,10.714417768752456
16045,1998,1,600,10000,6.396929655216146,9.210340371976184
16046,1998,1,1000,25000,6.907755278982137,10.126631103850338
9670,1998,1,1500,60000,7.313220387090301,11.002099841204238
9673,1998,1,480,5000,6.173786103901937,8.517193191416238
16053,1998,1,3000,20000,8.006367567650246,9.903487552536127
16054,1998,1,5000,20000,8.517193191416238,9.903487552536127
9684,1998,1,607,15000,6.408528791059498,9.615805480084347
9697,1998,1,1896,10000,7.547501682814967,9.210340371976184
9700,1998,1,2600,7000,7.8632667240095735,8.85366542803745
13823,1998,1,1200,10000,7.090076835776092,9.210340371976184
13826,1998,1,600,50000,6.396929655216146,10.819778284410283
9706,1998,1,410,32000,6.016157159698354,10.373491181781864
9707,1998,1,1500,23250,7.313220387090301,10.054060411015502
9710,1998,1,1500,18000,7.313220387090301,9.798127036878302
9711,1998,1,1500,12000,7.313220387090301,9.392661928770137
9714,1998,1,1500,100000,7.313220387090301,11.512925464970229
9721,1998,1,1000,4000,6.907755278982137,8.294049640102028
16058,1998,1,8000,30000,8.987196820661973,10.308952660644293
9729,1998,1,1200,100000,7.090076835776092,11.512925464970229
9730,1998,1,1100,25000,7.003065458786462,10.126631103850338
9731,1998,1,600,10000,6.396929655216146,9.210340371976184
16060,1998,1,1200,5000,7.090076835776092,8.517193191416238
13831,1998,1,2000,7000,7.600902459542082,8.85366542803745
9743,1998,1,2000,3000,7.600902459542082,8.006367567650246
9733,1998,1,1200,5000,7.090076835776092,8.517193191416238
9746,1998,1,600,5000,6.396929655216146,8.517193191416238
13836,1998,1,1000,5000,6.907755278982137,8.517193191416238
16063,1998,1,1000,5000,6.907755278982137,8.517193191416238
9772,1998,1,1500,10000,7.313220387090301,9.210340371976184
9788,1998,1,1600,20000,7.3777589082278725,9.903487552536127
9792,1998,1,500,5000,6.214608098422191,8.517193191416238
9794,1998,1,700,10000,6.551080335043404,9.210340371976184
9795,1998,1,1000,10000,6.907755278982137,9.210340371976184
9807,1998,1,1500,18000,7.313220387090301,9.798127036878302
9817,1998,1,3000,20000,8.006367567650246,9.903487552536127
9818,1998,1,1400,16000,7.24422751560335,9.680344001221918
9830,1998,1,300,5000,5.703782474656201,8.517193191416238
9843,1998,1,2100,8000,7.649692623711514,8.987196820661973
9844,1998,1,1200,8000,7.090076835776092,8.987196820661973
9846,1998,1,800,5000,6.684611727667927,8.517193191416238
9865,1998,1,1200,10000,7.090076835776092,9.210340371976184
9866,1998,1,900,10000,6.802394763324311,9.210340371976184
9876,1998,1,1550,5000,7.346010209913293,8.517193191416238
9878,1998,1,700,10000,6.551080335043404,9.210340371976184
9879,1998,1,240,5000,5.480638923341991,8.517193191416238
9880,1998,1,83,3000,4.418840607796598,8.006367567650246
9886,1998,1,340,10000,5.8289456176102075,9.210340371976184
9887,1998,1,2000,10000,7.600902459542082,9.210340371976184
9895,1998,1,3000,10000,8.006367567650246,9.210340371976184
9870,1998,1,42,8000,3.7376696182833684,8.987196820661973
9871,1998,1,2600,15000,7.8632667240095735,9.615805480084347
13865,1998,1,1500,3000,7.313220387090301,8.006367567650246
9913,1998,1,1500,6000,7.313220387090301,8.699514748210191
13870,1998,1,500,1500,6.214608098422191,7.313220387090301
16069,1998,1,400,2500,5.991464547107982,7.824046010856292
16070,1998,1,1200,3000,7.090076835776092,8.006367567650246
13876,1998,1,600,6000,6.396929655216146,8.699514748210191
13877,1998,1,300,2000,5.703782474656201,7.600902459542082
16072,1998,1,500,15000,6.214608098422191,9.615805480084347
9961,1998,1,2100,8000,7.649692623711514,8.987196820661973
9962,1998,1,4500,8000,8.411832675758411,8.987196820661973
16077,1998,1,4900,40000,8.496990484098719,10.596634733096073
13888,1998,1,750,10000,6.620073206530356,9.210340371976184
9974,1998,1,1800,8000,7.495541943884256,8.987196820661973
9975,1998,1,1500,6000,7.313220387090301,8.699514748210191
9983,1998,1,1600,5000,7.3777589082278725,8.517193191416238
9985,1998,1,990,10000,6.897704943128636,9.210340371976184
9989,1998,1,1500,10000,7.313220387090301,9.210340371976184
9994,1998,1,1500,10000,7.313220387090301,9.210340371976184
9995,1998,1,1500,10000,7.313220387090301,9.210340371976184
13886,1998,1,1800,7000,7.495541943884256,8.85366542803745
9971,1998,1,2000,10000,7.600902459542082,9.210340371976184
10005,1998,1,1200,20000,7.090076835776092,9.903487552536127
10021,1998,1,1000,6000,6.907755278982137,8.699514748210191
10022,1998,1,1500,5500,7.313220387090301,8.612503371220562
10029,1998,1,600,6000,6.396929655216146,8.699514748210191
10031,1998,1,203,10000,5.313205979041787,9.210340371976184
10033,1998,1,2000,10000,7.600902459542082,9.210340371976184
10038,1998,1,1300,8000,7.170119543449628,8.987196820661973
16084,1998,1,2000,10000,7.600902459542082,9.210340371976184
10047,1998,1,1000,3000,6.907755278982137,8.006367567650246
10054,1998,1,420,10000,6.040254711277414,9.210340371976184
13902,1998,1,3000,50000,8.006367567650246,10.819778284410283
10057,1998,1,500,5000,6.214608098422191,8.517193191416238
13912,1998,1,190,1000,5.247024072160486,6.907755278982137
16086,1998,1,800,5000,6.684611727667927,8.517193191416238
10059,1998,1,710,2000,6.565264970035361,7.600902459542082
10060,1998,1,450,5000,6.1092475827643655,8.517193191416238
10062,1998,1,2000,10000,7.600902459542082,9.210340371976184
10063,1998,1,2000,10000,7.600902459542082,9.210340371976184
13916,1998,1,1500,10000,7.313220387090301,9.210340371976184
10066,1998,1,560,3000,6.327936783729195,8.006367567650246
10069,1998,1,600,2000,6.396929655216146,7.600902459542082
10072,1998,1,300,5000,5.703782474656201,8.517193191416238
13920,1998,1,500,6000,6.214608098422191,8.699514748210191
13921,1998,1,800,6000,6.684611727667927,8.699514748210191
10088,1998,1,1050,5000,6.956545443151569,8.517193191416238
10101,1998,1,600,8000,6.396929655216146,8.987196820661973
10102,1998,1,200,10000,5.298317366548036,9.210340371976184
13941,1998,1,1200,5000,7.090076835776092,8.517193191416238
10111,1998,1,400,5000,5.991464547107982,8.517193191416238
10112,1998,1,1600,16000,7.3777589082278725,9.680344001221918
13928,1998,1,500,3000,6.214608098422191,8.006367567650246
13931,1998,1,1200,20000,7.090076835776092,9.903487552536127
10123,1998,1,700,8000,6.551080335043404,8.987196820661973
10124,1998,1,285,5000,5.652489180268651,8.517193191416238
10125,1998,1,500,10000,6.214608098422191,9.210340371976184
13958,1998,1,800,10000,6.684611727667927,9.210340371976184
13959,1998,1,4000,8000,8.294049640102028,8.987196820661973
13964,1998,1,900,8000,6.802394763324311,8.987196820661973
10164,1998,1,1300,8000,7.170119543449628,8.987196820661973
10169,1998,1,1000,6000,6.907755278982137,8.699514748210191
10171,1998,1,1200,10000,7.090076835776092,9.210340371976184
16094,1998,1,700,20000,6.551080335043404,9.903487552536127
10190,1998,1,1500,7000,7.313220387090301,8.85366542803745
13973,1998,1,1500,10000,7.313220387090301,9.210340371976184
13974,1998,1,2000,8000,7.600902459542082,8.987196820661973
13975,1998,1,1000,7000,6.907755278982137,8.85366542803745
10196,1998,1,400,7000,5.991464547107982,8.85366542803745
10197,1998,1,2000,7000,7.600902459542082,8.85366542803745
13983,1998,1,2450,6000,7.803843303538772,8.699514748210191
13972,1998,1,710,5000,6.565264970035361,8.517193191416238
10210,1998,1,2000,10000,7.600902459542082,9.210340371976184
10213,1998,1,480,10000,6.173786103901937,9.210340371976184
10222,1998,1,864,10000,6.761572768804055,9.210340371976184
10223,1998,1,2100,120000,7.649692623711514,11.695247021764184
13991,1998,1,1000,4500,6.907755278982137,8.411832675758411
10226,1998,1,300,8000,5.703782474656201,8.987196820661973
13992,1998,1,1200,9000,7.090076835776092,9.104979856318357
10243,1998,1,1130,3000,7.029972911706386,8.006367567650246
14003,1998,1,836,10000,6.728628613084702,9.210340371976184
14001,1998,1,3500,10000,8.160518247477505,9.210340371976184
10268,1998,1,300,5000,5.703782474656201,8.517193191416238
10269,1998,1,1300,6000,7.170119543449628,8.699514748210191
10276,1998,1,240,10000,5.480638923341991,9.210340371976184
10277,1998,1,540,5000,6.29156913955832,8.517193191416238
10278,1998,1,1300,6000,7.170119543449628,8.699514748210191
14009,1998,1,5800,8000,8.66561319653451,8.987196820661973
10288,1998,1,800,2000,6.684611727667927,7.600902459542082
10290,1998,1,700,3000,6.551080335043404,8.006367567650246
10293,1998,1,500,5000,6.214608098422191,8.517193191416238
10294,1998,1,1200,6000,7.090076835776092,8.699514748210191
10309,1998,1,600,5000,6.396929655216146,8.517193191416238
16106,1998,1,1900,10000,7.549609165154532,9.210340371976184
16107,1998,1,3000,20000,8.006367567650246,9.903487552536127
16110,1998,1,5000,20000,8.517193191416238,9.903487552536127
10289,1998,1,900,3000,6.802394763324311,8.006367567650246
10330,1998,1,400,20000,5.991464547107982,9.903487552536127
10331,1998,1,1500,10000,7.313220387090301,9.210340371976184
10334,1998,1,180,25000,5.19295685089021,10.126631103850338
14015,1998,1,900,5000,6.802394763324311,8.517193191416238
14016,1998,1,2000,8000,7.600902459542082,8.987196820661973
14018,1998,1,1200,40000,7.090076835776092,10.596634733096073
14019,1998,1,1300,20000,7.170119543449628,9.903487552536127
14026,1998,1,600,25000,6.396929655216146,10.126631103850338
14027,1998,1,1400,50000,7.24422751560335,10.819778284410283
10349,1998,1,450,3000,6.1092475827643655,8.006367567650246
10350,1998,1,600,3000,6.396929655216146,8.006367567650246
14043,1998,1,1000,5000,6.907755278982137,8.517193191416238
10358,1998,1,1200,25000,7.090076835776092,10.126631103850338
10361,1998,1,820,15000,6.709304340258298,9.615805480084347
16112,1998,1,1200,5000,7.090076835776092,8.517193191416238
16113,1998,1,700,12000,6.551080335043404,9.392661928770137
10396,1998,1,280,8000,5.634789603169249,8.987196820661973
10397,1998,1,1500,30000,7.313220387090301,10.308952660644293
10404,1998,1,1200,10000,7.090076835776092,9.210340371976184
10406,1998,1,1000,20000,6.907755278982137,9.903487552536127
14053,1998,1,1800,20000,7.495541943884256,9.903487552536127
10422,1998,1,1200,10000,7.090076835776092,9.210340371976184
10432,1998,1,500,2000,6.214608098422191,7.600902459542082
10436,1998,1,1800,4000,7.495541943884256,8.294049640102028
10437,1998,1,1400,4000,7.24422751560335,8.294049640102028
14054,1998,1,1800,5000,7.495541943884256,8.517193191416238
14055,1998,1,1800,10000,7.495541943884256,9.210340371976184
10447,1998,1,800,5000,6.684611727667927,8.517193191416238
10448,1998,1,650,6000,6.476972362889683,8.699514748210191
10460,1998,1,1150,8000,7.047517221357296,8.987196820661973
10462,1998,1,1000,10000,6.907755278982137,9.210340371976184
10463,1998,1,1000,10000,6.907755278982137,9.210340371976184
10472,1998,1,300,10000,5.703782474656201,9.210340371976184
10468,1998,1,2500,8000,7.824046010856292,8.987196820661973
10482,1998,1,800,10000,6.684611727667927,9.210340371976184
10483,1998,1,3300,7000,8.101677747454572,8.85366542803745
10486,1998,1,170,2000,5.135798437050262,7.600902459542082
10492,1998,1,1200,4000,7.090076835776092,8.294049640102028
10496,1998,1,1800,5000,7.495541943884256,8.517193191416238
10499,1998,1,550,5000,6.309918278226516,8.517193191416238
10502,1998,1,1000,5000,6.907755278982137,8.517193191416238
10503,1998,1,270,5000,5.598421958998375,8.517193191416238
14066,1998,1,850,3000,6.745236349484363,8.006367567650246
10509,1998,1,840,5000,6.733401891837359,8.517193191416238
10511,1998,1,200,3000,5.298317366548036,8.006367567650246
16120,1998,1,700,1500,6.551080335043404,7.313220387090301
10525,1998,1,1000,7500,6.907755278982137,8.922658299524402
10526,1998,1,1200,7500,7.090076835776092,8.922658299524402
10527,1998,1,1500,2000,7.313220387090301,7.600902459542082
10535,1998,1,2000,6000,7.600902459542082,8.699514748210191
10537,1998,1,420,10000,6.040254711277414,9.210340371976184
10541,1998,1,550,3000,6.309918278226516,8.006367567650246
10549,1998,1,800,4000,6.684611727667927,8.294049640102028
10551,1998,1,1500,5000,7.313220387090301,8.517193191416238
14078,1998,1,1300,5000,7.170119543449628,8.517193191416238
14079,1998,1,1000,4500,6.907755278982137,8.411832675758411
10578,1998,1,500,2800,6.214608098422191,7.937374696163295
10583,1998,1,500,3000,6.214608098422191,8.006367567650246
10606,1998,1,400,2000,5.991464547107982,7.600902459542082
14088,1998,1,500,5000,6.214608098422191,8.517193191416238
14090,1998,1,560,4000,6.327936783729195,8.294049640102028
14095,1998,1,420,6000,6.040254711277414,8.699514748210191
14096,1998,1,1500,6000,7.313220387090301,8.699514748210191
14099,1998,1,900,3000,6.802394763324311,8.006367567650246
14104,1998,1,900,5000,6.802394763324311,8.517193191416238
14106,1998,1,150,4000,5.0106352940962555,8.294049640102028
14109,1998,1,700,10000,6.551080335043404,9.210340371976184
14110,1998,1,2000,15000,7.600902459542082,9.615805480084347
10656,1998,1,460,1700,6.131226489483141,7.438383530044307
10664,1998,1,600,2000,6.396929655216146,7.600902459542082
10660,1998,1,1000,10000,6.907755278982137,9.210340371976184
14134,1998,1,1000,8000,6.907755278982137,8.987196820661973
14136,1998,1,1200,100000,7.090076835776092,11.512925464970229
16125,1998,1,1200,10000,7.090076835776092,9.210340371976184
14137,1998,1,2500,9000,7.824046010856292,9.104979856318357
14145,1998,1,1180,10000,7.07326971745971,9.210340371976184
16130,1998,1,1100,5000,7.003065458786462,8.517193191416238
14147,1998,1,1200,7000,7.090076835776092,8.85366542803745
14148,1998,1,1500,3000,7.313220387090301,8.006367567650246
16132,1998,1,1500,10000,7.313220387090301,9.210340371976184
16136,1998,1,600,1500,6.396929655216146,7.313220387090301
10716,1998,1,1800,5000,7.495541943884256,8.517193191416238
10719,1998,1,750,5000,6.620073206530356,8.517193191416238
10706,1998,1,2500,6000,7.824046010856292,8.699514748210191
10707,1998,1,880,6000,6.779921907472252,8.699514748210191
10711,1998,1,860,10000,6.756932389247553,9.210340371976184
10712,1998,1,3300,16000,8.101677747454572,9.680344001221918
14191,1998,1,600,1500,6.396929655216146,7.313220387090301
10752,1998,1,400,3500,5.991464547107982,8.160518247477505
10753,1998,1,600,10000,6.396929655216146,9.210340371976184
10759,1998,1,870,6000,6.76849321164863,8.699514748210191
10764,1998,1,750,5000,6.620073206530356,8.517193191416238
10768,1998,1,750,3500,6.620073206530356,8.160518247477505
10771,1998,1,2300,4000,7.7406644019172415,8.294049640102028
14215,1998,2,100,5000,4.605170185988092,8.517193191416238
10797,1998,2,160,2000,5.075173815233827,7.600902459542082
10798,1998,2,1200,2500,7.090076835776092,7.824046010856292
14209,1998,2,567,3500,6.340359303727752,8.160518247477505
14210,1998,2,600,20000,6.396929655216146,9.903487552536127
10802,1998,2,200,3000,5.298317366548036,8.006367567650246
14213,1998,2,166,4000,5.111987788356544,8.294049640102028
10811,1998,3,1000,3000,6.907755278982137,8.006367567650246
10821,1998,3,430,2000,6.063785208687608,7.600902459542082
10822,1998,3,530,3000,6.272877006546167,8.006367567650246
10833,1998,3,300,8000,5.703782474656201,8.987196820661973
10834,1998,3,4000,10000,8.294049640102028,9.210340371976184
16146,1998,3,1500,4500,7.313220387090301,8.411832675758411
10838,1998,3,300,2000,5.703782474656201,7.600902459542082
10840,1998,3,3600,5000,8.1886891244442,8.517193191416238
14224,1998,3,2000,2000,7.600902459542082,7.600902459542082
10808,1998,3,2400,10000,7.783224016336037,9.210340371976184
10818,1998,3,3500,5000,8.160518247477505,8.517193191416238
10819,1998,3,120,4000,4.787491742782046,8.294049640102028
10828,1998,3,330,10000,5.799092654460526,9.210340371976184
14220,1998,3,1000,10000,6.907755278982137,9.210340371976184
10843,1998,4,190,5000,5.247024072160486,8.517193191416238
10850,1998,4,486,5000,6.186208623900494,8.517193191416238
10852,1998,4,819,3000,6.70808408385307,8.006367567650246
10854,1998,4,740,5000,6.606650186198215,8.517193191416238
10862,1998,4,700,2500,6.551080335043404,7.824046010856292
14226,1998,4,620,5000,6.429719478039138,8.517193191416238
14227,1998,4,900,5000,6.802394763324311,8.517193191416238
10851,1998,4,700,10000,6.551080335043404,9.210340371976184
10872,1998,3,1400,3000,7.24422751560335,8.006367567650246
16157,1998,3,1300,6000,7.170119543449628,8.699514748210191
14231,1998,3,550,5000,6.309918278226516,8.517193191416238
16161,1998,3,250,15000,5.521460917862246,9.615805480084347
10889,1998,3,368,5000,5.908082938168931,8.517193191416238
10868,1998,3,625,5000,6.437751649736401,8.517193191416238
10909,1998,2,1000,10000,6.907755278982137,9.210340371976184
10918,1998,2,2000,10000,7.600902459542082,9.210340371976184
10925,1998,2,1500,4000,7.313220387090301,8.294049640102028
10928,1998,2,700,3000,6.551080335043404,8.006367567650246
10931,1998,2,400,6000,5.991464547107982,8.699514748210191
10932,1998,2,2800,8000,7.937374696163295,8.987196820661973
10938,1998,2,250,1200,5.521460917862246,7.090076835776092
16171,1998,2,600,4500,6.396929655216146,8.411832675758411
16172,1998,2,3500,5000,8.160518247477505,8.517193191416238
16174,1998,2,600,10000,6.396929655216146,9.210340371976184
14246,1998,2,300,8000,5.703782474656201,8.987196820661973
10943,1998,2,200,5000,5.298317366548036,8.517193191416238
16175,1998,2,600,4500,6.396929655216146,8.411832675758411
16176,1998,2,900,3000,6.802394763324311,8.006367567650246
10946,1998,2,1000,3000,6.907755278982137,8.006367567650246
10949,1998,2,5200,10000,8.556413904569519,9.210340371976184
16178,1998,2,1000,2500,6.907755278982137,7.824046010856292
16179,1998,2,1328,3000,7.191429330036379,8.006367567650246
16183,1998,2,200,4000,5.298317366548036,8.294049640102028
16184,1998,2,2250,3000,7.718685495198466,8.006367567650246
16187,1998,2,800,6000,6.684611727667927,8.699514748210191
10966,1998,2,200,3000,5.298317366548036,8.006367567650246
14268,1998,2,1450,6000,7.27931883541462,8.699514748210191
16191,1998,2,3000,6000,8.006367567650246,8.699514748210191
