idind,year,type,wage,nls,logwage,lognls
6717,2001,4,250,4000,5.521460917862246,8.294049640102028
6718,2001,4,1200,6000,7.090076835776092,8.699514748210191
6723,2001,4,200,15000,5.298317366548036,9.615805480084347
6724,2001,4,1000,10000,6.907755278982137,9.210340371976184
6727,2001,4,2500,50000,7.824046010856292,10.819778284410283
6728,2001,4,3500,15000,8.160518247477505,9.615805480084347
6731,2001,4,690,4000,6.536691597591305,8.294049640102028
15624,2001,4,700,5000,6.551080335043404,8.517193191416238
6742,2001,4,400,30000,5.991464547107982,10.308952660644293
6743,2001,4,1500,25000,7.313220387090301,10.126631103850338
6744,2001,4,300,10000,5.703782474656201,9.210340371976184
6746,2001,4,170,15000,5.135798437050262,9.615805480084347
6747,2001,4,3000,10000,8.006367567650246,9.210340371976184
17337,2001,4,600,7000,6.396929655216146,8.85366542803745
6753,2001,4,200,4000,5.298317366548036,8.294049640102028
6754,2001,4,200,5000,5.298317366548036,8.517193191416238
17343,2001,4,300,6000,5.703782474656201,8.699514748210191
13143,2001,4,1200,3000,7.090076835776092,8.006367567650246
6769,2001,4,1800,5000,7.495541943884256,8.517193191416238
6770,2001,4,300,1500,5.703782474656201,7.313220387090301
18549,2001,4,1000,6000,6.907755278982137,8.699514748210191
13145,2001,4,600,3000,6.396929655216146,8.006367567650246
13150,2001,4,700,20000,6.551080335043404,9.903487552536127
15633,2001,4,100,3000,4.605170185988092,8.006367567650246
6819,2001,4,300,5000,5.703782474656201,8.517193191416238
6821,2001,4,4000,10000,8.294049640102028,9.210340371976184
6822,2001,4,3500,10000,8.160518247477505,9.210340371976184
6824,2001,4,1200,10000,7.090076835776092,9.210340371976184
6825,2001,4,4100,7000,8.318742252692399,8.85366542803745
6826,2001,4,4400,10000,8.389359819906353,9.210340371976184
6829,2001,4,400,5000,5.991464547107982,8.517193191416238
6833,2001,4,1000,5000,6.907755278982137,8.517193191416238
6834,2001,4,1000,2500,6.907755278982137,7.824046010856292
17356,2001,4,900,3000,6.802394763324311,8.006367567650246
6843,2001,4,600,7000,6.396929655216146,8.85366542803745
6844,2001,4,4000,10000,8.294049640102028,9.210340371976184
15642,2001,4,100,5000,4.605170185988092,8.517193191416238
15645,2001,4,1800,5000,7.495541943884256,8.517193191416238
17358,2001,4,630,15000,6.4457198193855785,9.615805480084347
17359,2001,4,200,3000,5.298317366548036,8.006367567650246
13163,2001,2,3000,30000,8.006367567650246,10.308952660644293
6854,2001,2,900,3000,6.802394763324311,8.006367567650246
6861,2001,2,799,10000,6.683360945766275,9.210340371976184
15649,2001,2,3000,10000,8.006367567650246,9.210340371976184
15652,2001,2,1500,10000,7.313220387090301,9.210340371976184
15653,2001,2,900,6000,6.802394763324311,8.699514748210191
15655,2001,2,1700,10000,7.438383530044307,9.210340371976184
17364,2001,2,3000,20000,8.006367567650246,9.903487552536127
17365,2001,2,3000,20000,8.006367567650246,9.903487552536127
6891,2001,2,920,10000,6.824373670043086,9.210340371976184
6893,2001,2,800,10000,6.684611727667927,9.210340371976184
6894,2001,2,1200,6000,7.090076835776092,8.699514748210191
15660,2001,2,4000,20000,8.294049640102028,9.903487552536127
15661,2001,2,1900,20000,7.549609165154532,9.903487552536127
6902,2001,2,1200,15000,7.090076835776092,9.615805480084347
6903,2001,2,3650,15000,8.202482446576537,9.615805480084347
6908,2001,2,2700,10000,7.90100705199242,9.210340371976184
6909,2001,2,5600,20000,8.630521876723241,9.903487552536127
6911,2001,2,850,12000,6.745236349484363,9.392661928770137
13174,2001,2,1500,5000,7.313220387090301,8.517193191416238
6926,2001,2,1000,20000,6.907755278982137,9.903487552536127
17368,2001,2,3800,50000,8.242756345714477,10.819778284410283
6930,2001,2,50,35000,3.912023005428146,10.46310334047155
15664,2001,2,4000,30000,8.294049640102028,10.308952660644293
15665,2001,2,3000,10000,8.006367567650246,9.210340371976184
15667,2001,2,1800,7000,7.495541943884256,8.85366542803745
6935,2001,2,1300,5000,7.170119543449628,8.517193191416238
13179,2001,2,2000,10000,7.600902459542082,9.210340371976184
6938,2001,2,1200,10000,7.090076835776092,9.210340371976184
6939,2001,2,4000,15000,8.294049640102028,9.615805480084347
15669,2001,2,3000,10000,8.006367567650246,9.210340371976184
6950,2001,2,50,10000,3.912023005428146,9.210340371976184
6951,2001,2,400,10000,5.991464547107982,9.210340371976184
13177,2001,2,300,5000,5.703782474656201,8.517193191416238
6963,2001,2,2500,50000,7.824046010856292,10.819778284410283
6973,2001,2,2300,20000,7.7406644019172415,9.903487552536127
13183,2001,2,1000,7000,6.907755278982137,8.85366542803745
6987,2001,2,1400,8000,7.24422751560335,8.987196820661973
6988,2001,2,2000,5000,7.600902459542082,8.517193191416238
6979,2001,2,1200,10000,7.090076835776092,9.210340371976184
6980,2001,2,1800,10000,7.495541943884256,9.210340371976184
13192,2001,2,8000,10000,8.987196820661973,9.210340371976184
17382,2001,2,700,4000,6.551080335043404,8.294049640102028
17383,2001,2,1800,10000,7.495541943884256,9.210340371976184
13197,2001,2,1280,10000,7.154615356913663,9.210340371976184
7010,2001,2,5000,15000,8.517193191416238,9.615805480084347
15676,2001,4,1100,7000,7.003065458786462,8.85366542803745
15680,2001,4,1500,7000,7.313220387090301,8.85366542803745
7015,2001,4,2500,10000,7.824046010856292,9.210340371976184
13213,2001,4,770,10000,6.646390514847729,9.210340371976184
13202,2001,4,200,5000,5.298317366548036,8.517193191416238
7031,2001,4,1300,5000,7.170119543449628,8.517193191416238
17387,2001,4,170,5000,5.135798437050262,8.517193191416238
7024,2001,4,1000,5000,6.907755278982137,8.517193191416238
18555,2001,4,900,5000,6.802394763324311,8.517193191416238
7041,2001,4,8000,20000,8.987196820661973,9.903487552536127
7050,2001,4,600,10000,6.396929655216146,9.210340371976184
15683,2001,4,800,15000,6.684611727667927,9.615805480084347
7051,2001,4,800,30000,6.684611727667927,10.308952660644293
18558,2001,4,600,7000,6.396929655216146,8.85366542803745
7068,2001,4,550,5000,6.309918278226516,8.517193191416238
15687,2001,4,1200,5000,7.090076835776092,8.517193191416238
7082,2001,4,300,15000,5.703782474656201,9.615805480084347
17395,2001,4,130,6000,4.867534450455582,8.699514748210191
17397,2001,4,2938,10000,7.9854843567338225,9.210340371976184
7088,2001,3,1300,15000,7.170119543449628,9.615805480084347
7089,2001,3,1000,15000,6.907755278982137,9.615805480084347
7093,2001,3,2600,15000,7.8632667240095735,9.615805480084347
7094,2001,3,2500,20000,7.824046010856292,9.903487552536127
7095,2001,3,1058,50000,6.964135612418245,10.819778284410283
7097,2001,3,1320,8000,7.1853870155804165,8.987196820661973
18562,2001,3,1800,10000,7.495541943884256,9.210340371976184
7100,2001,3,2800,7000,7.937374696163295,8.85366542803745
7103,2001,3,2000,10000,7.600902459542082,9.210340371976184
7104,2001,3,1500,10000,7.313220387090301,9.210340371976184
7110,2001,3,3500,20000,8.160518247477505,9.903487552536127
18563,2001,3,200,5000,5.298317366548036,8.517193191416238
18564,2001,3,2000,5000,7.600902459542082,8.517193191416238
7120,2001,1,600,4000,6.396929655216146,8.294049640102028
7127,2001,1,4500,12500,8.411832675758411,9.433483923290392
18567,2001,1,14700,20000,9.595602772766828,9.903487552536127
18568,2001,1,4000,50000,8.294049640102028,10.819778284410283
18569,2001,1,9000,50000,9.104979856318357,10.819778284410283
15692,2001,1,1700,15000,7.438383530044307,9.615805480084347
7134,2001,1,7000,15000,8.85366542803745,9.615805480084347
7141,2001,1,1000,5000,6.907755278982137,8.517193191416238
7122,2001,1,20000,50000,9.903487552536127,10.819778284410283
13226,2001,1,1100,7000,7.003065458786462,8.85366542803745
15694,2001,1,1400,8000,7.24422751560335,8.987196820661973
18571,2001,1,800,4000,6.684611727667927,8.294049640102028
18572,2001,1,1500,10000,7.313220387090301,9.210340371976184
7151,2001,1,1500,30000,7.313220387090301,10.308952660644293
18573,2001,1,2500,10000,7.824046010856292,9.210340371976184
7161,2001,1,800,10000,6.684611727667927,9.210340371976184
15696,2001,1,16000,48000,9.680344001221918,10.778956289890028
7146,2001,1,700,5000,6.551080335043404,8.517193191416238
7163,2001,1,4000,30000,8.294049640102028,10.308952660644293
13235,2001,1,3600,15000,8.1886891244442,9.615805480084347
15701,2001,1,2900,15000,7.9724660159745655,9.615805480084347
7172,2001,1,12300,30000,9.417354541360508,10.308952660644293
13236,2001,1,3200,20000,8.070906088787819,9.903487552536127
7174,2001,1,2500,20000,7.824046010856292,9.903487552536127
13232,2001,1,4500,10000,8.411832675758411,9.210340371976184
7176,2001,1,10000,80000,9.210340371976184,11.289781913656018
7182,2001,1,480,100000,6.173786103901937,11.512925464970229
15703,2001,1,3000,10000,8.006367567650246,9.210340371976184
15704,2001,1,3000,10000,8.006367567650246,9.210340371976184
13240,2001,1,2900,20000,7.9724660159745655,9.903487552536127
13241,2001,1,4200,30000,8.34283980427146,10.308952660644293
18574,2001,1,6400,25000,8.764053269347762,10.126631103850338
7196,2001,1,7000,10000,8.85366542803745,9.210340371976184
7197,2001,1,5000,30000,8.517193191416238,10.308952660644293
17414,2001,1,3000,25000,8.006367567650246,10.126631103850338
7198,2001,1,4000,45000,8.294049640102028,10.714417768752456
7210,2001,1,1500,10000,7.313220387090301,9.210340371976184
7212,2001,1,3200,20000,8.070906088787819,9.903487552536127
15706,2001,1,2660,8000,7.886081401775745,8.987196820661973
15707,2001,1,1070,20000,6.975413927455952,9.903487552536127
7362,2001,1,2000,7000,7.600902459542082,8.85366542803745
7366,2001,1,2000,25000,7.600902459542082,10.126631103850338
7191,2001,1,2400,6000,7.783224016336037,8.699514748210191
17415,2001,1,201,5000,5.303304908059076,8.517193191416238
13242,2001,1,540,10000,6.29156913955832,9.210340371976184
17417,2001,1,1000,15000,6.907755278982137,9.615805480084347
7213,2001,1,780,10000,6.659293919683638,9.210340371976184
17418,2001,1,200,20000,5.298317366548036,9.903487552536127
18575,2001,1,4000,10000,8.294049640102028,9.210340371976184
18576,2001,1,3800,20000,8.242756345714477,9.903487552536127
15708,2001,1,1000,7000,6.907755278982137,8.85366542803745
17419,2001,1,1000,10000,6.907755278982137,9.210340371976184
7363,2001,1,10000,10000,9.210340371976184,9.210340371976184
13245,2001,1,2500,15000,7.824046010856292,9.615805480084347
13244,2001,1,300,50000,5.703782474656201,10.819778284410283
7219,2001,1,4000,10000,8.294049640102028,9.210340371976184
7227,2001,1,240,15000,5.480638923341991,9.615805480084347
7230,2001,1,3200,15000,8.070906088787819,9.615805480084347
7235,2001,1,3800,10000,8.242756345714477,9.210340371976184
15715,2001,1,400,10000,5.991464547107982,9.210340371976184
17421,2001,1,2250,8000,7.718685495198466,8.987196820661973
13250,2001,1,500,25000,6.214608098422191,10.126631103850338
13251,2001,1,10000,60000,9.210340371976184,11.002099841204238
13252,2001,1,1700,5000,7.438383530044307,8.517193191416238
7257,2001,1,3700,100000,8.216088098632316,11.512925464970229
17424,2001,1,8000,15000,8.987196820661973,9.615805480084347
7262,2001,1,1100,30000,7.003065458786462,10.308952660644293
7267,2001,1,3000,15000,8.006367567650246,9.615805480084347
7273,2001,1,1500,6000,7.313220387090301,8.699514748210191
7274,2001,1,1500,6000,7.313220387090301,8.699514748210191
7276,2001,1,10000,25000,9.210340371976184,10.126631103850338
17428,2001,1,600,4000,6.396929655216146,8.294049640102028
17429,2001,1,1720,10000,7.450079569807499,9.210340371976184
18580,2001,1,2300,5000,7.7406644019172415,8.517193191416238
13259,2001,1,2700,30000,7.90100705199242,10.308952660644293
13257,2001,1,400,15000,5.991464547107982,9.615805480084347
18582,2001,1,1280,3000,7.154615356913663,8.006367567650246
18583,2001,1,300,5000,5.703782474656201,8.517193191416238
7281,2001,1,750,15000,6.620073206530356,9.615805480084347
7282,2001,1,2667,5000,7.888709524182015,8.517193191416238
7283,2001,1,1300,20000,7.170119543449628,9.903487552536127
7286,2001,1,2900,10000,7.9724660159745655,9.210340371976184
7287,2001,1,1100,15000,7.003065458786462,9.615805480084347
7294,2001,1,5000,25000,8.517193191416238,10.126631103850338
7300,2001,1,600,3000,6.396929655216146,8.006367567650246
18586,2001,1,2500,10000,7.824046010856292,9.210340371976184
13262,2001,1,300,10000,5.703782474656201,9.210340371976184
17438,2001,1,2300,15000,7.7406644019172415,9.615805480084347
7377,2001,1,3000,5000,8.006367567650246,8.517193191416238
7379,2001,1,2580,10000,7.855544677915663,9.210340371976184
18589,2001,1,2000,6000,7.600902459542082,8.699514748210191
7292,2001,1,3680,7000,8.210668031162976,8.85366542803745
17439,2001,1,600,8000,6.396929655216146,8.987196820661973
15723,2001,1,1000,10000,6.907755278982137,9.210340371976184
7309,2001,1,6000,120000,8.699514748210191,11.695247021764184
7311,2001,1,1200,20000,7.090076835776092,9.903487552536127
7316,2001,1,2700,20000,7.90100705199242,9.903487552536127
7317,2001,1,2000,25000,7.600902459542082,10.126631103850338
7320,2001,1,4800,15000,8.476371196895983,9.615805480084347
7332,2001,1,1000,10000,6.907755278982137,9.210340371976184
18590,2001,1,800,30000,6.684611727667927,10.308952660644293
7340,2001,1,4000,30000,8.294049640102028,10.308952660644293
7342,2001,1,1400,7000,7.24422751560335,8.85366542803745
7343,2001,1,3200,12000,8.070906088787819,9.392661928770137
13277,2001,1,1700,5000,7.438383530044307,8.517193191416238
13282,2001,1,4000,16000,8.294049640102028,9.680344001221918
17442,2001,1,2000,10000,7.600902459542082,9.210340371976184
15727,2001,1,4000,25000,8.294049640102028,10.126631103850338
17444,2001,1,1225,10000,7.110696122978827,9.210340371976184
7345,2001,1,1800,30000,7.495541943884256,10.308952660644293
7384,2001,1,2797,15000,7.936302693201959,9.615805480084347
7385,2001,1,4800,18000,8.476371196895983,9.798127036878302
17446,2001,1,1500,10000,7.313220387090301,9.210340371976184
17447,2001,1,4000,10000,8.294049640102028,9.210340371976184
7390,2001,1,6200,15000,8.732304571033183,9.615805480084347
7391,2001,1,3300,12000,8.101677747454572,9.392661928770137
7396,2001,1,2800,15000,7.937374696163295,9.615805480084347
15733,2001,1,3000,15000,8.006367567650246,9.615805480084347
7403,2001,1,3000,14000,8.006367567650246,9.546812608597396
7404,2001,1,1800,20000,7.495541943884256,9.903487552536127
7405,2001,1,4700,10000,8.45531778769815,9.210340371976184
15734,2001,1,900,10000,6.802394763324311,9.210340371976184
7410,2001,1,4500,10000,8.411832675758411,9.210340371976184
7411,2001,1,2000,15000,7.600902459542082,9.615805480084347
18592,2001,1,1500,15000,7.313220387090301,9.615805480084347
7413,2001,1,2300,10000,7.7406644019172415,9.210340371976184
7417,2001,1,543,10000,6.297109319933935,9.210340371976184
7419,2001,1,2000,15000,7.600902459542082,9.615805480084347
7420,2001,1,5500,15000,8.612503371220562,9.615805480084347
15736,2001,1,2500,5000,7.824046010856292,8.517193191416238
7431,2001,1,4500,10000,8.411832675758411,9.210340371976184
7432,2001,1,2600,13000,7.8632667240095735,9.472704636443673
7436,2001,1,3000,6000,8.006367567650246,8.699514748210191
7418,2001,1,3000,15000,8.006367567650246,9.615805480084347
13290,2001,1,750,15000,6.620073206530356,9.615805480084347
7437,2001,1,1200,8000,7.090076835776092,8.987196820661973
7438,2001,1,2500,10000,7.824046010856292,9.210340371976184
7444,2001,1,1300,5000,7.170119543449628,8.517193191416238
7445,2001,1,2500,10000,7.824046010856292,9.210340371976184
7448,2001,1,1400,20000,7.24422751560335,9.903487552536127
7449,2001,1,2600,18000,7.8632667240095735,9.798127036878302
7450,2001,1,1000,10000,6.907755278982137,9.210340371976184
7463,2001,1,7000,15000,8.85366542803745,9.615805480084347
7466,2001,1,1400,10000,7.24422751560335,9.210340371976184
7471,2001,1,4200,10000,8.34283980427146,9.210340371976184
7472,2001,1,3000,16000,8.006367567650246,9.680344001221918
7474,2001,1,1500,10000,7.313220387090301,9.210340371976184
13293,2001,1,1300,4000,7.170119543449628,8.294049640102028
13291,2001,1,3500,6000,8.160518247477505,8.699514748210191
7441,2001,1,2500,20000,7.824046010856292,9.903487552536127
15738,2001,1,2400,20000,7.783224016336037,9.903487552536127
13296,2001,1,2000,10000,7.600902459542082,9.210340371976184
17457,2001,1,3000,15000,8.006367567650246,9.615805480084347
7479,2001,1,1200,10000,7.090076835776092,9.210340371976184
7480,2001,1,2700,20000,7.90100705199242,9.903487552536127
13301,2001,1,1600,30000,7.3777589082278725,10.308952660644293
7485,2001,1,400,30000,5.991464547107982,10.308952660644293
7494,2001,1,2500,15000,7.824046010856292,9.615805480084347
13300,2001,1,5200,10000,8.556413904569519,9.210340371976184
7496,2001,1,3300,15000,8.101677747454572,9.615805480084347
7497,2001,1,2000,20000,7.600902459542082,9.903487552536127
7498,2001,1,1400,15000,7.24422751560335,9.615805480084347
7499,2001,1,1800,10000,7.495541943884256,9.210340371976184
7507,2001,1,2200,50000,7.696212639346407,10.819778284410283
7510,2001,1,1900,50000,7.549609165154532,10.819778284410283
7513,2001,1,3800,10000,8.242756345714477,9.210340371976184
7516,2001,1,3630,15000,8.196987927258897,9.615805480084347
15743,2001,1,4000,25000,8.294049640102028,10.126631103850338
7491,2001,1,1200,8000,7.090076835776092,8.987196820661973
13298,2001,1,3800,6000,8.242756345714477,8.699514748210191
7518,2001,1,1800,20000,7.495541943884256,9.903487552536127
7519,2001,1,3300,30000,8.101677747454572,10.308952660644293
7526,2001,1,816,10000,6.704414354964107,9.210340371976184
18594,2001,1,3000,10000,8.006367567650246,9.210340371976184
7543,2001,1,1721,10000,7.450660796211539,9.210340371976184
13303,2001,1,2500,20000,7.824046010856292,9.903487552536127
7548,2001,1,1575,5000,7.362010551259734,8.517193191416238
7538,2001,1,760,5000,6.633318433280377,8.517193191416238
15748,2001,1,2700,9000,7.90100705199242,9.104979856318357
17458,2001,1,2700,8000,7.90100705199242,8.987196820661973
17459,2001,1,3500,15000,8.160518247477505,9.615805480084347
7555,2001,1,1800,12000,7.495541943884256,9.392661928770137
7556,2001,1,2300,60000,7.7406644019172415,11.002099841204238
7559,2001,1,1000,10000,6.907755278982137,9.210340371976184
7560,2001,1,1000,15000,6.907755278982137,9.615805480084347
7570,2001,1,1800,10000,7.495541943884256,9.210340371976184
7572,2001,1,1700,7000,7.438383530044307,8.85366542803745
7574,2001,1,1500,10000,7.313220387090301,9.210340371976184
13316,2001,1,2600,9000,7.8632667240095735,9.104979856318357
13310,2001,1,2000,9000,7.600902459542082,9.104979856318357
13311,2001,1,4500,8000,8.411832675758411,8.987196820661973
7576,2001,1,3000,12000,8.006367567650246,9.392661928770137
15751,2001,1,5100,15000,8.536995818712418,9.615805480084347
13306,2001,1,3268,15000,8.091933455979893,9.615805480084347
15754,2001,1,6800,20000,8.824677891164198,9.903487552536127
14365,2001,1,5300,15000,8.575462099540212,9.615805480084347
7584,2001,1,1600,5000,7.3777589082278725,8.517193191416238
7591,2001,1,5000,10000,8.517193191416238,9.210340371976184
13320,2001,1,1900,25000,7.549609165154532,10.126631103850338
7600,2001,1,2700,10000,7.90100705199242,9.210340371976184
7604,2001,1,1000,20000,6.907755278982137,9.903487552536127
7605,2001,1,2000,10000,7.600902459542082,9.210340371976184
7607,2001,1,6000,20000,8.699514748210191,9.903487552536127
7594,2001,1,100,5000,4.605170185988092,8.517193191416238
7595,2001,1,3100,30000,8.039157390473237,10.308952660644293
7583,2001,1,2400,10000,7.783224016336037,9.210340371976184
18597,2001,1,1500,10000,7.313220387090301,9.210340371976184
13327,2001,1,5000,12000,8.517193191416238,9.392661928770137
7619,2001,1,2000,25000,7.600902459542082,10.126631103850338
7620,2001,1,3000,15000,8.006367567650246,9.615805480084347
13322,2001,1,3300,6000,8.101677747454572,8.699514748210191
7623,2001,1,1200,16000,7.090076835776092,9.680344001221918
7624,2001,1,2500,20000,7.824046010856292,9.903487552536127
7625,2001,1,2890,40000,7.969011781106478,10.596634733096073
7632,2001,1,1500,6000,7.313220387090301,8.699514748210191
7633,2001,1,3800,15000,8.242756345714477,9.615805480084347
15759,2001,1,3000,25000,8.006367567650246,10.126631103850338
15762,2001,1,5000,16000,8.517193191416238,9.680344001221918
7618,2001,1,1800,5000,7.495541943884256,8.517193191416238
13328,2001,1,3480,15000,8.15478757276852,9.615805480084347
7611,2001,1,600,15000,6.396929655216146,9.615805480084347
15763,2001,1,2000,10000,7.600902459542082,9.210340371976184
7631,2001,1,1550,5000,7.346010209913293,8.517193191416238
7639,2001,1,180,10000,5.19295685089021,9.210340371976184
7641,2001,1,850,10000,6.745236349484363,9.210340371976184
15764,2001,1,2924,20000,7.980707820869669,9.903487552536127
18598,2001,1,4100,10000,8.318742252692399,9.210340371976184
7642,2001,1,300,15000,5.703782474656201,9.615805480084347
7643,2001,1,3890,15000,8.266164436612492,9.615805480084347
7649,2001,1,1600,10000,7.3777589082278725,9.210340371976184
7650,2001,1,3500,15000,8.160518247477505,9.615805480084347
7652,2001,1,1000,15000,6.907755278982137,9.615805480084347
7653,2001,1,2650,10000,7.882314918980268,9.210340371976184
7658,2001,1,3000,20000,8.006367567650246,9.903487552536127
7661,2001,4,4500,15000,8.411832675758411,9.615805480084347
7662,2001,4,1500,15000,7.313220387090301,9.615805480084347
7672,2001,4,500,15000,6.214608098422191,9.615805480084347
7678,2001,4,4000,15000,8.294049640102028,9.615805480084347
7682,2001,4,3330,5000,8.110727582974489,8.517193191416238
7683,2001,4,700,13000,6.551080335043404,9.472704636443673
7688,2001,4,1840,12000,7.517520850603031,9.392661928770137
7689,2001,4,150,10000,5.0106352940962555,9.210340371976184
7691,2001,4,1100,10000,7.003065458786462,9.210340371976184
7699,2001,4,2011,5000,7.606387389772652,8.517193191416238
7707,2001,4,1500,4000,7.313220387090301,8.294049640102028
18600,2001,4,2500,25000,7.824046010856292,10.126631103850338
7710,2001,4,1200,9000,7.090076835776092,9.104979856318357
7719,2001,4,1400,90000,7.24422751560335,11.407564949312402
7732,2001,4,100,20000,4.605170185988092,9.903487552536127
7721,2001,4,432,10000,6.068425588244111,9.210340371976184
15767,2001,4,2083,5000,7.641564441260972,8.517193191416238
7708,2001,4,945,20000,6.851184927493743,9.903487552536127
17470,2001,4,400,30000,5.991464547107982,10.308952660644293
7727,2001,4,590,6000,6.380122536899765,8.699514748210191
17471,2001,4,1800,7000,7.495541943884256,8.85366542803745
7684,2001,4,600,5000,6.396929655216146,8.517193191416238
17468,2001,4,1800,8000,7.495541943884256,8.987196820661973
7740,2001,4,1200,5000,7.090076835776092,8.517193191416238
18601,2001,4,3750,10000,8.229511118964457,9.210340371976184
7753,2001,4,750,7000,6.620073206530356,8.85366542803745
7757,2001,4,2200,10000,7.696212639346407,9.210340371976184
7758,2001,4,800,10000,6.684611727667927,9.210340371976184
17474,2001,4,750,7000,6.620073206530356,8.85366542803745
7741,2001,4,3500,8000,8.160518247477505,8.987196820661973
7742,2001,4,2000,15000,7.600902459542082,9.615805480084347
7763,2001,4,1500,4000,7.313220387090301,8.294049640102028
7764,2001,4,1850,18000,7.52294091807237,9.798127036878302
7765,2001,4,3500,20000,8.160518247477505,9.903487552536127
7775,2001,4,200,50000,5.298317366548036,10.819778284410283
7780,2001,4,3000,10000,8.006367567650246,9.210340371976184
7784,2001,4,600,15000,6.396929655216146,9.615805480084347
17476,2001,4,1000,12000,6.907755278982137,9.392661928770137
7788,2001,4,1600,6000,7.3777589082278725,8.699514748210191
7790,2001,4,600,7000,6.396929655216146,8.85366542803745
7802,2001,4,500,10000,6.214608098422191,9.210340371976184
13348,2001,4,490,4000,6.194405391104672,8.294049640102028
7815,2001,4,1200,3000,7.090076835776092,8.006367567650246
17478,2001,4,700,10000,6.551080335043404,9.210340371976184
7820,2001,4,500,10000,6.214608098422191,9.210340371976184
17481,2001,4,580,9000,6.363028103540465,9.104979856318357
18612,2001,4,630,6000,6.4457198193855785,8.699514748210191
7844,2001,4,1600,20000,7.3777589082278725,9.903487552536127
7845,2001,4,1200,50000,7.090076835776092,10.819778284410283
17492,2001,4,470,2000,6.152732694704104,7.600902459542082
7855,2001,4,800,4000,6.684611727667927,8.294049640102028
7859,2001,4,3000,40000,8.006367567650246,10.596634733096073
7860,2001,4,1500,20000,7.313220387090301,9.903487552536127
7863,2001,4,1300,20000,7.170119543449628,9.903487552536127
7864,2001,4,500,10000,6.214608098422191,9.210340371976184
7876,2001,4,1500,7000,7.313220387090301,8.85366542803745
7877,2001,4,350,3000,5.857933154483459,8.006367567650246
7885,2001,4,600,5000,6.396929655216146,8.517193191416238
7886,2001,4,200,10000,5.298317366548036,9.210340371976184
7890,2001,4,600,6000,6.396929655216146,8.699514748210191
7870,2001,4,250,3000,5.521460917862246,8.006367567650246
17495,2001,4,1700,3000,7.438383530044307,8.006367567650246
7910,2001,4,300,10000,5.703782474656201,9.210340371976184
7914,2001,4,1180,10000,7.07326971745971,9.210340371976184
13364,2001,4,1300,6000,7.170119543449628,8.699514748210191
7918,2001,4,3500,15000,8.160518247477505,9.615805480084347
7919,2001,4,3900,10000,8.268731832117737,9.210340371976184
7920,2001,4,3915,10000,8.272570608424903,9.210340371976184
7923,2001,4,2300,7000,7.7406644019172415,8.85366542803745
13365,2001,4,1000,10000,6.907755278982137,9.210340371976184
13368,2001,4,560,5000,6.327936783729195,8.517193191416238
7924,2001,4,1300,10000,7.170119543449628,9.210340371976184
13373,2001,4,500,5000,6.214608098422191,8.517193191416238
7932,2001,4,3000,5000,8.006367567650246,8.517193191416238
7921,2001,4,3900,15000,8.268731832117737,9.615805480084347
18629,2001,4,5000,10000,8.517193191416238,9.210340371976184
7942,2001,1,1450,20000,7.27931883541462,9.903487552536127
7943,2001,1,1900,15000,7.549609165154532,9.615805480084347
7944,2001,1,1050,20000,6.956545443151569,9.903487552536127
7958,2001,1,1900,20000,7.549609165154532,9.903487552536127
7959,2001,1,1000,15000,6.907755278982137,9.615805480084347
7945,2001,1,2500,15000,7.824046010856292,9.615805480084347
7946,2001,1,2600,15000,7.8632667240095735,9.615805480084347
7947,2001,1,40,20000,3.6888794541139363,9.903487552536127
15803,2001,1,4700,60000,8.45531778769815,11.002099841204238
17520,2001,1,7000,15000,8.85366542803745,9.615805480084347
17521,2001,1,1000,10000,6.907755278982137,9.210340371976184
7962,2001,1,500,20000,6.214608098422191,9.903487552536127
7963,2001,1,3500,15000,8.160518247477505,9.615805480084347
7965,2001,1,1500,20000,7.313220387090301,9.903487552536127
7968,2001,1,1600,20000,7.3777589082278725,9.903487552536127
18631,2001,1,5500,30000,8.612503371220562,10.308952660644293
7970,2001,1,700,5000,6.551080335043404,8.517193191416238
7971,2001,1,1700,7000,7.438383530044307,8.85366542803745
7977,2001,1,700,3000,6.551080335043404,8.006367567650246
7989,2001,1,2100,6000,7.649692623711514,8.699514748210191
7978,2001,1,2100,6000,7.649692623711514,8.699514748210191
7981,2001,1,2200,10000,7.696212639346407,9.210340371976184
7974,2001,1,2400,10000,7.783224016336037,9.210340371976184
13380,2001,1,3500,8000,8.160518247477505,8.987196820661973
13388,2001,1,7600,20000,8.935903526274423,9.903487552536127
13385,2001,1,2100,5000,7.649692623711514,8.517193191416238
8004,2001,1,1500,6000,7.313220387090301,8.699514748210191
8005,2001,1,1800,10000,7.495541943884256,9.210340371976184
8006,2001,1,2560,3000,7.847762537473608,8.006367567650246
17525,2001,1,6300,20000,8.748304912379623,9.903487552536127
8013,2001,1,2100,5000,7.649692623711514,8.517193191416238
13396,2001,1,3520,30000,8.166216268592143,10.308952660644293
7992,2001,1,7100,25000,8.867850063029406,10.126631103850338
7994,2001,1,3600,30000,8.1886891244442,10.308952660644293
7995,2001,1,1700,20000,7.438383530044307,9.903487552536127
7996,2001,1,3250,20000,8.086410275323782,9.903487552536127
8016,2001,1,600,20000,6.396929655216146,9.903487552536127
8017,2001,1,600,50000,6.396929655216146,10.819778284410283
8018,2001,1,1100,30000,7.003065458786462,10.308952660644293
15809,2001,1,4150,30000,8.330863613224745,10.308952660644293
